2025-03-25 12:19:19,493 - INFO - Conectado a la base de datos exitosamente.
2025-03-25 12:19:19,495 - INFO - Elementos de la tabla Anexos:
2025-03-25 12:19:19,495 - INFO - 0- (' 001/2019/6676-5259', 'N/A', 'N/A', False)
2025-03-25 12:19:19,502 - INFO - 153- ('04101/2020/172-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=3dfd4063-86d3-43e1-903a-5879b0b34522', 'anexo_i_pcap.pdf', True)
2025-03-25 12:19:19,502 - INFO - 154- ('04101/2020/179-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=0e6e4046-e6f2-4941-8f06-3df029091947', 'anexo_i_pcap_179-o-20.pdf', True)
2025-03-25 12:19:19,502 - INFO - 155- ('04101/2020/198-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=bbc5e22f-cb09-40d7-8e64-d0a320b55239', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,503 - INFO - 156- ('04101/2020/200-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=815eb511-28a7-4f10-a7c9-1153e1a01760', 'anexo_i_pcap.pdf', True)
2025-03-25 12:19:19,503 - INFO - 157- ('04101/2020/207-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=ab52e335-40de-4dad-8196-9a318b842ab4', 'anexo_i_pcap.pdf', True)
2025-03-25 12:19:19,503 - INFO - 158- ('04101/2020/216-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=fd414c1e-92bb-45cd-b868-ae74759d4101', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,503 - INFO - 159- ('04101/2020/219-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=cf26eab6-b7c9-49c7-978a-8987eb9a504b', 'anexo_i_pcap_219-20.pdf', True)
2025-03-25 12:19:19,503 - INFO - 160- ('04101/2020/29-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=df76a703-0132-4687-b9c0-d13dca60f8f8', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,503 - INFO - 161- ('04101/2020/40-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=3fd2f244-8304-409c-ae7d-be8e746e32a7', 'anexo_i_pcap_40_2020.pdf', True)
2025-03-25 12:19:19,503 - INFO - 162- ('04101/2020/5-O', 'N/A', 'N/A', False)
2025-03-25 12:19:19,503 - INFO - 163- ('04101/2020/64-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=4938dd5a-6ca1-4ec3-bf3c-1093d1b7783c', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,503 - INFO - 164- ('04101/2020/71-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=76682116-967e-45e6-9edf-0aaa76e63f5d', 'anexo_i_pcap_71_obras2020.pdf', True)
2025-03-25 12:19:19,503 - INFO - 165- ('04101/2020/72-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=056b7b2a-aefa-4790-ae3a-775104dedcd5', '1 cccc memoria y anexos_feb20.pdf', True)
2025-03-25 12:19:19,503 - INFO - 166- ('04101/2020/79-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=79b56736-0203-4ef8-b186-52d8d85c54ef', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,503 - INFO - 167- ('04101/2020/93-O', 'N/A', 'N/A', False)
2025-03-25 12:19:19,503 - INFO - 168- ('04101/2020/96-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=5c903190-1733-48c7-b5a5-3f234b8e70f4', 'anexo_i_pcap.pdf', True)
2025-03-25 12:19:19,503 - INFO - 169- ('04101/2021/110-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=6f388dcb-2a44-4ea0-9831-dd7c0061bf9e', 'anexo_i_pcap_110-o-21.pdf', True)
2025-03-25 12:19:19,503 - INFO - 170- ('04101/2021/158-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=9f3d678a-4e34-4e65-ada4-465cfba89e69', 'anexo_i_pcap_158-o.pdf', True)
2025-03-25 12:19:19,503 - INFO - 171- ('04101/2021/160-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=7fe382e3-ef79-453c-85ea-0d36cf51dd6b', 'anexo_i_pcap_160-o.pdf', True)
2025-03-25 12:19:19,503 - INFO - 172- ('04101/2021/163-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=84699b04-0d77-48cc-a6e6-cfdfe088806a', 'anexo_i_pcap.pdf', True)
2025-03-25 12:19:19,503 - INFO - 173- ('04101/2021/164-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=7a2b7306-3edb-4c47-ab6d-52bcec3b99b0', 'anexo_i__164-o.pdf', True)
2025-03-25 12:19:19,503 - INFO - 174- ('04101/2021/165-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=f3c26dbc-8161-416c-9998-d53b1c7f2b90', 'anexo_i_pcap_165-o_puestos_mercado_grao.pdf', True)
2025-03-25 12:19:19,503 - INFO - 175- ('04101/2021/16-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=d068b98e-0dff-4456-9f73-8ae6bec232c9', 'anexo_i_pcap_16-o-21.pdf', True)
2025-03-25 12:19:19,503 - INFO - 176- ('04101/2021/171-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=5b9494d4-9906-4841-857e-40c8562c4deb', 'anexo_i_pcap_171-o-21.pdf', True)
2025-03-25 12:19:19,504 - INFO - 177- ('04101/2021/178-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=9a25a952-a5bc-4f66-9463-53fe43358119', 'anexo_i_pcap_178-o.pdf', True)
2025-03-25 12:19:19,504 - INFO - 178- ('04101/2021/180-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=a680ea8d-55bf-4d50-8e50-4e75f457d339', 'anexo_i_pcap.pdf', True)
2025-03-25 12:19:19,504 - INFO - 179- ('04101/2021/188-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=c98b7fec-4127-4de5-b6ab-0860c3c6cab1', 'anexo_i_pcap_188-o.pdf', True)
2025-03-25 12:19:19,504 - INFO - 180- ('04101/2021/189-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=ee893baa-2ae0-4b19-8121-262b104c3e21', 'anexo_i_pcap_pergola_benimaclet.pdf', True)
2025-03-25 12:19:19,504 - INFO - 181- ('04101/2021/189-O BIS', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=b49ae89e-05bc-4d73-8711-954e26f192bf', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,504 - INFO - 182- ('04101/2021/190-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=eacba907-2b6b-4668-bc9b-bf944164141c', 'anexo_i_nuevo_pcap_190-o-21.pdf', True)
2025-03-25 12:19:19,504 - INFO - 183- ('04101/2021/191-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=99f9a5b2-83fb-4282-a0b4-83a105127614', 'anexo_i_pcap_191-o-21.pdf', True)
2025-03-25 12:19:19,504 - INFO - 184- ('04101/2021/195-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=fe2d5927-5562-4dcc-af8f-25a6fae7f0c4', '1 cccc memoria y anexos_feb20.pdf', True)
2025-03-25 12:19:19,504 - INFO - 185- ('04101/2021/200-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=47e44911-94b9-4874-842a-fdaa80b40ba2', 'anexo_i_pcap_200-o-21.pdf', True)
2025-03-25 12:19:19,504 - INFO - 186- ('04101/2021/200-O BIS', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=7eefd82f-264f-4d37-a70e-c58cffbdf9e7', 'anexo_i_pneg_200bis_ceip_carles_salvador.pdf', True)
2025-03-25 12:19:19,504 - INFO - 187- ('04101/2021/211-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=84d1a1d0-71c8-4390-ab8f-c64b60bf94b2', 'anexo_i_pcap.pdf', True)
2025-03-25 12:19:19,504 - INFO - 188- ('04101/2021/213-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=67d5def9-d853-43fc-bb42-5c407a5179da', 'anexo_i_pcap_nuevo_climatizacion_mercado_jesus.pdf', True)
2025-03-25 12:19:19,504 - INFO - 189- ('04101/2021/216-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=0f1f84d5-304a-4ac9-b70e-18297bb0da78', 'anexo_i_pcap.pdf', True)
2025-03-25 12:19:19,504 - INFO - 190- ('04101/2021/217-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=c293d773-1cdc-4759-907a-657d17dfcc99', 'anexo_i_pcap_217-o-21.pdf', True)
2025-03-25 12:19:19,504 - INFO - 191- ('04101/2021/227-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=2a453ef8-745d-4ae0-8b32-b49861d5fafd', 'anexo i pcap 227-o.pdf', True)
2025-03-25 12:19:19,504 - INFO - 192- ('04101/2021/229-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=847e8d8c-47df-47c2-b7df-f0d909f945bf', 'anexo_i_pcap_229-o.pdf', True)
2025-03-25 12:19:19,504 - INFO - 193- ('04101/2021/233-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=300e7d81-c25a-48d5-8e35-da917442735a', 'anexo_i_pcap.pdf', True)
2025-03-25 12:19:19,504 - INFO - 194- ('04101/2021/23-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=b5318085-3f6c-4c54-94ee-dd9101e8180f', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,504 - INFO - 195- ('04101/2021/247-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=f3b392ff-7caa-458c-a884-18114aff7514', 'anexo_i_pcap_247-o-21.pdf', True)
2025-03-25 12:19:19,504 - INFO - 196- ('04101/2021/249-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=4fb4aaa9-d9a5-40ca-ac8a-2c745c5f0f5e', 'anexo_i_pcap_249-o-21.pdf', True)
2025-03-25 12:19:19,504 - INFO - 197- ('04101/2021/251-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=80e3d002-408b-45e1-a1df-9fb9c3d99a22', 'anexo_i_pcap.pdf', True)
2025-03-25 12:19:19,504 - INFO - 198- ('04101/2021/252-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=0a8b0ecb-5c56-4d83-b392-6955f0ea300e', 'anexo_i_pcap_252-o-21.pdf', True)
2025-03-25 12:19:19,505 - INFO - 199- ('04101/2021/253-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=a6593e96-4049-4424-9de3-5f30e8bcc5cc', 'anexo_i_pcap_nuevo_barraca_cotofio.pdf', True)
2025-03-25 12:19:19,505 - INFO - 200- ('04101/2021/254-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=0590a4ff-a49c-47e1-a1b8-bea7eeaa87e7', 'anexo_i_pcap_254-o-21.pdf', True)
2025-03-25 12:19:19,505 - INFO - 201- ('04101/2021/257-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=5f402f86-2b47-4074-b129-6e5280a4866e', 'anexo_i_pcap_257.pdf', True)
2025-03-25 12:19:19,505 - INFO - 202- ('04101/2021/259-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=5c14ff9a-7751-4fa9-a287-45a6cf0077c9', 'anexo_i_pcap_259-o-21.pdf', True)
2025-03-25 12:19:19,505 - INFO - 203- ('04101/2021/31-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=1e3d0507-551f-4fe4-a25d-e2e58b967958', 'anexo_i_pcap.pdf', True)
2025-03-25 12:19:19,505 - INFO - 204- ('04101/2021/33-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=6749db9a-99ac-4de2-a3a3-dbbb50bc2f8b', 'anexo a ppt - cuadro de precios.pdf', True)
2025-03-25 12:19:19,505 - INFO - 205- ('04101/2021/37-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=4234c474-2b82-4d7e-bd6f-4e21efc64d16', 'anexo_i_pcap_37-o-21.pdf', True)
2025-03-25 12:19:19,505 - INFO - 206- ('04101/2021/42-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=37f34c0c-877f-48c6-92d6-b2920590e7cd', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,505 - INFO - 207- ('04101/2021/44-O', 'N/A', 'N/A', False)
2025-03-25 12:19:19,505 - INFO - 208- ('04101/2021/45-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=d0c3ef4e-444c-4e62-8c26-c7d5d0bf1811', 'anexo i pcap rectificado.pdf', True)
2025-03-25 12:19:19,505 - INFO - 209- ('04101/2021/46-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=aea5a0ad-1485-4c0b-8bc2-1edb3cecf6b7', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,505 - INFO - 210- ('04101/2021/71-O', 'N/A', 'N/A', False)
2025-03-25 12:19:19,505 - INFO - 211- ('04101/2021/74-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=7bf50c39-0545-4818-a80b-e44b15cc223e', 'anexo_i_pcap_74-o-21.pdf', True)
2025-03-25 12:19:19,505 - INFO - 212- ('04101/2021/7-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=16cde58d-18a2-4c20-a868-1dd92b902962', 'anexo i pcap 7-o-21.pdf', True)
2025-03-25 12:19:19,505 - INFO - 213- ('04101/2021/87-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=67bd7248-50ed-442c-acc2-497d6d628658', 'anexo_i pcap_obras 87-o.pdf', True)
2025-03-25 12:19:19,505 - INFO - 214- ('04101/2021/89-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=457eda29-9dca-4c13-bcde-7eeeacb71352', '1_memoria_y_anexos.pdf', True)
2025-03-25 12:19:19,505 - INFO - 215- ('04101/2021/94-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=e6c9fc7f-c08d-4d5a-a31f-0fdb48a20e54', 'anexo_i_pcap_2021-94-o.pdf', True)
2025-03-25 12:19:19,505 - INFO - 216- ('04101/2021/96-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=42d191aa-ab85-43c1-aa60-553a6d590d10', 'anexo_i_pcap_96-o.pdf', True)
2025-03-25 12:19:19,505 - INFO - 217- ('04101/2021/98-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=b8a86edb-fa35-4087-b15e-d8b02fe88785', 'anexo_i_pcap_98-o-21.pdf', True)
2025-03-25 12:19:19,505 - INFO - 218- ('04101/2022/104-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=033649b4-0b86-48d6-9a40-9df78fb3ad5e', 'anexo_i_pcap.pdf', True)
2025-03-25 12:19:19,505 - INFO - 219- ('04101/2022/107-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=d1959c84-a27e-4722-a279-630c136f4350', 'anexo_i_pcap_107-o.pdf', True)
2025-03-25 12:19:19,506 - INFO - 220- ('04101/2022/109-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=25abaaa4-875d-4146-a2a5-86482ad40b9e', 'anexo_i_pcap_109-o-22.pdf', True)
2025-03-25 12:19:19,506 - INFO - 221- ('04101/2022/115-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=b3fd4ffc-3348-4f50-912f-7a2701469abb', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,506 - INFO - 222- ('04101/2022/117-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=f742059b-c699-4028-9e43-7dce1b3f1cae', 'anexo_i_pcap_117-o-22.pdf', True)
2025-03-25 12:19:19,506 - INFO - 223- ('04101/2022/118-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=966eb254-c6e4-4127-84f1-26ba678d04f6', 'anexo_i_pcap_118-2022_juegos_antiguo_mercado_abastos.pdf', True)
2025-03-25 12:19:19,506 - INFO - 224- ('04101/2022/120-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=21fb9eb5-e987-4a97-b016-09deddc81078', 'anexo_i_pcap_120_juegos_obra.pdf', True)
2025-03-25 12:19:19,506 - INFO - 225- ('04101/2022/123-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=368dbcdb-a50f-440d-aa39-409548455dcf', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,506 - INFO - 226- ('04101/2022/123-O BIS', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=de1ca3c6-6294-498c-a6f8-6f5082bce381', 'anexo_i_pcap_123-o-22_bis.pdf', True)
2025-03-25 12:19:19,506 - INFO - 227- ('04101/2022/127-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=78bf9d0c-046d-453f-9305-a6711a884fe5', 'anexo_i_pcap_127-o-22.pdf', True)
2025-03-25 12:19:19,506 - INFO - 228- ('04101/2022/131-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=a0e16ca7-e35e-41e9-a5fa-558314e33e6e', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,506 - INFO - 229- ('04101/2022/131-O BIS', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=2c46bee6-26f8-4af2-b9bb-234a5adf45c2', 'anexo_i_pcap_131-o-22_bis.pdf', True)
2025-03-25 12:19:19,506 - INFO - 230- ('04101/2022/148-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=d9e60eff-5919-4d32-b9e8-1770ae6017c6', 'anexo_i_pcap_148-o-22.pdf', True)
2025-03-25 12:19:19,506 - INFO - 231- ('04101/2022/151-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=95313fc7-f971-4f80-b60a-bcf632854a37', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,506 - INFO - 232- ('04101/2022/152-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=6d66116b-b31e-46a7-8c6c-a19346e32c86', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,506 - INFO - 233- ('04101/2022/162-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=2f79cfcc-d8b9-4dbd-923d-2a0308ea1df2', 'anexo_i_pcap_162-o-22.pdf', True)
2025-03-25 12:19:19,506 - INFO - 234- ('04101/2022/169-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=09576984-c570-465a-86ad-96377e5dc098', 'anexo i pcap.pdf', True)
2025-03-25 12:19:19,506 - INFO - 235- ('04101/2022/173-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=e961d8ac-cac8-4ae4-843b-f0ee7d8e6d58', 'anexo_i_pcap_173-o-22.pdf', True)
2025-03-25 12:19:19,506 - INFO - 236- ('04101/2022/177-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=15a3d8e5-5c22-40c9-bddd-dcac8911135f', 'anexo_i_pcap_177-o-22.pdf', True)
2025-03-25 12:19:19,506 - INFO - 237- ('04101/2022/182-O', 'https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=4c979330-3efb-4ec6-ae38-d3bbc0905611', 'anexo i pcap.pdf', True)
